0;1;21:33:30.0;21:35:29.0
0;2;21:31:00.0;21:32:42.8
0;3;21:28:00.0;21:30:12.8
0;4;21:25:00.0;21:26:54.8
0;6;21:18:00.0;21:20:44.0
0;7;21:15:00.0;21:17:10.2
0;10;21:15:00.0;21:16:43.0
0;11;21:12:00.0;21:13:54.2
0;12;21:12:00.0;21:14:02.7
0;13;21:09:00.0;21:10:51.9
0;15;21:09:00.0;21:11:05.7
0;16;21:06:00.0;21:08:11.2
0;17;21:06:00.0;21:07:48.7
0;18;21:02:00.0;21:04:24.3
0;19;21:02:00.0;21:03:52.6
0;20;20:57:00.0;21:00:31.3
0;21;20:57:00.0;20:58:33.6
0;22;20:54:00.0;20:55:38.2
0;23;20:54:00.0;20:55:37.7
0;25;20:51:00.0;20:52:40.5
0;26;20:51:00.0;20:53:09.3
0;27;20:48:00.0;20:49:31.7
0;28;20:48:00.0;20:50:29.8
0;29;20:45:00.0;20:46:59.4
0;30;20:45:00.0;20:47:16.3
0;31;20:42:00.0;20:43:50.4
0;32;20:42:00.0;20:43:48.3
0;33;20:39:00.0;20:40:47.6
0;34;20:39:00.0;20:40:52.4
0;35;20:36:00.0;20:37:57.2
0;36;20:36:00.0;20:38:02.5
0;37;20:33:00.0;20:34:37.0
0;38;20:33:00.0;00:00:00.0
0;39;20:29:00.0;20:31:32.7
0;40;20:29:00.0;20:31:26.0
0;41;20:25:00.0;20:27:30.7
0;42;20:25:00.0;20:27:35.0
0;43;20:21:00.0;20:23:52.6
0;44;20:21:00.0;20:23:37.2
0;46;20:17:00.0;20:19:27.8
0;47;20:17:00.0;20:19:45.3
0;48;20:13:00.0;20:16:20.4
0;49;20:13:00.0;20:15:13.2
0;50;20:10:00.0;20:11:49.3
0;51;20:10:00.0;20:12:20.0
0;52;20:07:00.0;20:09:11.6
0;53;20:07:00.0;20:09:22.5
0;100;21:33:30.0;21:35:06.9
0;101;21:31:00.0;21:32:37.9
0;102;21:28:00.0;21:30:05.3
0;104;21:25:00.0;21:27:04.8
0;105;21:21:30.0;21:23:53.8
0;107;21:18:00.0;21:20:08.8
0;109;21:21:30.0;21:23:09.3
0;185;20:02:00.0;20:03:56.8
0;186;20:02:00.0;20:05:24.3
0;188;19:57:00.0;19:59:53.9
0;189;19:57:00.0;20:00:11.9
0;200;19:51:00.0;19:52:53.9
0;201;19:54:00.0;19:55:36.2
0;202;19:54:00.0;19:55:46.9
0;203;19:51:00.0;19:52:42.6
0;204;19:43:00.0;19:44:59.7
0;205;19:47:00.0;19:49:06.5
0;206;19:47:00.0;19:48:56.3
0;208;19:43:00.0;19:44:50.2
0;301;21:37:00.0;21:38:40.2
0;302;21:37:00.0;21:38:44.4
0;303;21:40:30.0;21:42:22.5
0;304;21:40:30.0;21:42:09.3
0;305;21:44:30.0;21:46:24.2
0;306;21:44:30.0;21:46:15.2
0;307;21:48:00.0;21:49:43.1
0;308;21:48:00.0;21:49:43.5
0;309;21:54:00.0;21:55:42.1
0;310;21:54:00.0;21:55:40.9
0;311;21:57:00.0;21:58:43.4
0;312;21:57:00.0;21:58:43.6
0;313;22:01:30.0;22:03:17.5
0;314;22:01:30.0;22:03:19.6
0;315;22:05:00.0;22:06:53.5
0;316;22:05:00.0;22:06:51.7
0;317;22:08:00.0;22:09:45.6
0;318;22:08:00.0;22:09:45.4
0;319;22:11:00.0;22:12:52.4
0;320;22:11:00.0;22:12:54.4
0;321;22:14:00.0;22:15:46.0
0;322;22:14:00.0;22:15:46.4
0;324;22:17:00.0;22:18:56.0
0;325;22:17:00.0;22:19:04.7
0;326;22:20:00.0;22:22:07.0
0;327;22:20:00.0;22:21:54.0
0;328;22:28:00.0;22:29:51.4
0;329;22:28:00.0;22:29:53.0
0;330;22:58:00.0;22:59:58.8
0;331;22:31:00.0;22:32:52.2
0;332;22:31:00.0;22:33:03.0
0;333;22:36:00.0;22:37:52.2
0;334;22:36:00.0;22:37:48.9
0;335;22:58:00.0;22:59:55.9
0;336;22:39:00.0;22:40:44.7
0;337;22:39:00.0;22:40:54.7
0;338;22:42:00.0;22:43:54.9
0;339;22:42:00.0;22:44:00.9
0;340;22:45:00.0;22:46:48.2
0;341;22:45:00.0;22:47:05.7
0;342;22:48:00.0;22:49:56.9
0;343;22:48:00.0;22:50:05.6
0;344;22:52:00.0;22:53:56.8
0;345;22:52:00.0;22:53:44.3
0;346;22:55:00.0;22:57:06.4
0;347;22:55:00.0;22:56:59.2
0;371;23:01:00.0;23:02:56.4
0;372;23:01:00.0;23:03:04.7
0;373;23:04:00.0;23:05:52.8
0;374;23:04:00.0;23:05:52.8
0;375;23:07:00.0;23:10:24.9
0;376;23:07:00.0;00:00:00.0
0;401;23:12:00.0;23:13:58.2
0;402;23:12:00.0;23:13:57.5
0;403;23:15:30.0;23:17:39.2
0;404;23:15:30.0;23:17:49.1
0;405;23:19:30.0;23:21:34.2
0;406;23:19:30.0;23:21:55.1
0;407;23:23:00.0;23:25:01.2

